id,name,team,position,overall,pace,shooting,passing,dribbling,defending,physical,nation,league,age,weak_foot,skill_moves,image_url
237989,Sergiu Hanca,FC Petrolul,RM,66,77,61,63,66,59,71,Romania,SUPERLIGA,33,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237989_en.webp
245986,Cristian,AD Ceuta FC,CM,66,72,63,68,67,60,67,Spain,LALIGA HYPERMOTION,30,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245986_en.webp
271201,Nunzio Lella,Venezia,CM,66,78,56,61,65,62,75,Italy,Serie BKT,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271201_en.webp
276342,Tarik Gözüsirin,Wehen Wiesbaden,CM,66,77,60,66,69,56,69,Germany,3. Liga,24,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276342_en.webp
224225,Adam Phillips,Barnsley,CM,66,73,65,66,66,59,67,England,EFL League One,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224225_en.webp
234918,Michał Nalepa,Gençlerbirliği,CM,66,68,63,65,66,59,75,Poland,Trendyol Süper Lig,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234918_en.webp
240262,Jake Brimmer,Auckland FC,CM,66,73,61,68,69,58,67,Malta,A-League,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240262_en.webp
241915,Sondre Sørløkk,Fredrikstad FK,ST,66,81,63,59,64,54,75,Norway,Eliteserien,28,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241915_en.webp
246713,Ken Nkuba,KRC Genk,RM,66,77,61,61,68,61,68,Belgium,1A Pro League,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246713_en.webp
250823,Daniel Phillips,Stevenage,CDM,66,75,56,59,62,63,81,Trinidad and Tobago,EFL League One,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/250823_en.webp
259475,Jake Hollman,Walsall,CM,66,73,59,63,68,61,72,Australia,EFL League Two,24,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259475_en.webp
211739,Erdoğan Yeşilyurt,Antalyaspor,RB,66,74,63,61,68,60,69,Turkey,Trendyol Süper Lig,32,5,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211739_en.webp
236993,Nick Lima,SJ Earthquakes,RB,66,78,58,60,66,61,72,United States,MLS,31,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236993_en.webp
243894,Basil Stillhart,FC Winterthur,CDM,66,65,63,63,63,62,79,Switzerland,Brack Super League,32,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243894_en.webp
253193,Jefferson Encada,Estrela Amadora,RB,66,85,53,61,70,58,68,Guinea-Bissau,Liga Portugal,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253193_en.webp
269156,Owen Moxon,Stockport,CM,66,66,61,65,65,62,76,England,EFL League One,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269156_en.webp
269513,Jan Mejdr,FC Hansa Rostock,RM,66,69,59,62,65,64,76,Czech Republic,3. Liga,30,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269513_en.webp
75214,Mauricio Cardillo,Ind. Rivadavia,CM,66,83,51,64,68,57,71,Argentina,LPF,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/75214_en.webp
245685,Onni Valakari,San Diego FC,ST,66,71,64,67,65,56,71,Finland,MLS,26,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245685_en.webp
253120,Ben Lhassine Kone,Frosinone,CM,66,78,61,64,72,56,63,Côte d'Ivoire,Serie BKT,26,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253120_en.webp
256545,Ante Bajić,SV Oberbank Ried,ST,66,84,65,63,65,49,68,Austria,Ö. Bundesliga,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256545_en.webp
258043,Mihailo Stevanović,FC St. Gallen,CM,66,71,60,63,67,61,72,Serbia,Brack Super League,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258043_en.webp
201447,Sebastian Lletget,FC Dallas,CM,66,67,60,68,68,59,71,United States,MLS,33,5,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/201447_en.webp
214250,Manuel Palacios,Wuhan Three Towns,LW,66,91,58,58,68,45,73,Colombia,CSL,33,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214250_en.webp
224842,Greg Docherty,Charlton Ath,CDM,66,68,60,60,63,63,79,Scotland,EFL Championship,29,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224842_en.webp
233442,Jordi Osei-Tutu,Bolton,RM,66,89,58,59,67,58,62,England,EFL League One,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233442_en.webp
235807,Aaron Morley,Bolton,CM,66,68,60,68,64,62,71,England,EFL League One,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235807_en.webp
237005,Keanu Baccus,St. Mirren,CM,66,77,57,63,67,63,66,Australia,Scottish Prem,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237005_en.webp
246310,Christian Cappis,FC Dallas,CM,66,74,57,63,65,60,74,United States,MLS,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246310_en.webp
256902,Victor Lobry,Amiens SC,CM,66,74,63,68,68,54,66,France,Ligue 2 BKT,30,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256902_en.webp
261446,Mehmet Can Aydın,Braunschweig,RB,66,73,60,63,70,59,68,Turkey,Bundesliga 2,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261446_en.webp
198455,Johan Larsson,IF Elfsborg,RB,66,63,63,68,65,62,71,Sweden,Allsvenskan,35,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/198455_en.webp
225734,CJ Hamilton,Blackpool,LM,66,90,58,58,64,56,66,Republic of Ireland,EFL League One,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225734_en.webp
228007,Lee Yeong Jae,Jeonbuk Hyundai,CM,66,72,61,66,69,58,66,Korea Republic,K League 1,31,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/228007_en.webp
255730,Tiago Galletto,AVS Futebol SAD,CDM,66,68,61,64,63,67,69,Uruguay,Liga Portugal,23,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255730_en.webp
269256,Walid Ould-Chikh,Heracles Almelo,CAM,66,73,69,63,67,56,64,Holland,Eredivisie,26,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269256_en.webp
270209,Darko Gyabi,Hull City,CM,66,68,57,63,68,64,72,England,EFL Championship,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270209_en.webp
70114,Axel Henriksson,Blackburn Rovers,CM,66,70,62,62,65,57,75,Sweden,EFL Championship,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70114_en.webp
203328,Sam Hoskins,Northampton,RM,66,82,63,60,66,48,72,England,EFL League One,33,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/203328_en.webp
214650,Viljar Helland Vevatne,Viking FK,CB,66,71,61,57,61,64,77,Norway,Eliteserien,31,5,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214650_en.webp
234927,Raheem Edwards,Red Bulls,LM,66,77,52,61,70,61,70,Canada,MLS,30,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234927_en.webp
247640,Bryan Teixeira,LASK,ST,66,81,64,62,69,48,67,Cape Verde Islands,Ö. Bundesliga,25,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247640_en.webp
271135,Pedro Bicalho,Qarabağ FK,CM,66,66,61,62,69,61,72,Brazil,Liga Azerbaijan,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271135_en.webp
271767,Marcelo Esponda,Aldosivi,CDM,66,68,65,64,66,63,65,Argentina,LPF,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271767_en.webp
271993,Jonas Therkelsen,Holstein Kiel,CAM,66,81,60,60,67,59,64,Norway,Bundesliga 2,22,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271993_en.webp
276314,Rafik Belghali,Hellas Verona,RB,66,81,60,61,66,61,62,Algeria,Serie A Enilive,23,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276314_en.webp
222109,Chris Cadden,Hibernian,RB,66,69,58,64,66,60,73,Scotland,Scottish Prem,29,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222109_en.webp
229163,Callum Slattery,Motherwell,CM,66,68,61,62,66,60,73,England,Scottish Prem,27,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229163_en.webp
232311,Leeroy Owusu,Odense BK,RB,66,79,56,61,65,60,69,Holland,3F Superliga,29,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232311_en.webp
240207,Liu Yang,Shandong Taishan,LB,66,80,53,58,64,62,73,China PR,CSL,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240207_en.webp
253833,Agustín González,Cienciano,CAM,66,72,64,62,67,55,70,Uruguay,Sudamericana,29,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253833_en.webp
256598,Sondre Auklend,FK Bodø/Glimt,CAM,66,76,61,63,68,57,65,Norway,Eliteserien,22,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256598_en.webp
258407,Brandon Soppy,Lausanne-Sport,RM,66,77,50,63,67,65,68,France,Brack Super League,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258407_en.webp
270587,Rafael Brito,Casa Pia AC,CM,66,65,57,66,65,67,70,Portugal,Liga Portugal,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270587_en.webp
70291,Simón Rivero,Tigre,CM,66,79,58,66,71,53,62,Argentina,LPF,22,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70291_en.webp
73301,Sefer Emini,Sønderjyske,CM,66,68,63,63,68,57,70,North Macedonia,3F Superliga,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73301_en.webp
188554,Dani Pacheco,Wisła Płock,CDM,66,67,64,68,71,60,59,Spain,PKO BP Ekstraklasa,35,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/188554_en.webp
200309,Tendayi Darikwa,Lincoln City,RB,66,77,50,61,63,62,76,Zimbabwe,EFL League One,34,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200309_en.webp
202819,Chris Forrester,St. Pats,CM,66,63,62,65,69,60,70,Republic of Ireland,SSE Airtricity PD,33,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/202819_en.webp
234279,Calogero Rizzuto,Saarbrücken,LB,66,75,55,61,67,58,73,Germany,3. Liga,34,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234279_en.webp
239980,Ovidiu Popescu,UTA Arad,CDM,66,67,59,62,59,63,79,Romania,SUPERLIGA,32,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239980_en.webp
252382,Jesse Bosch,GKS Katowice,CM,66,66,62,63,66,59,73,Holland,PKO BP Ekstraklasa,26,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252382_en.webp
273582,Jovan Lukiċ,Philadelphia,CM,66,76,62,64,68,59,60,Serbia,MLS,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273582_en.webp
192241,Rhyan Grant,Sydney FC,RB,66,66,56,60,62,63,81,Australia,A-League,35,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/192241_en.webp
216741,Yang Mingyang,Chengdu FC,CM,66,80,54,63,68,55,68,China PR,CSL,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/216741_en.webp
220529,Luca Palmiero,Avellino,CDM,66,67,61,69,69,61,61,Italy,Serie BKT,29,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220529_en.webp
234276,Jeong Jae Hee,Daejeon Hana,RM,66,86,65,58,68,46,65,Korea Republic,K League 1,31,5,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234276_en.webp
240611,Dru Yearwood,Rotherham Utd,CDM,66,73,55,58,66,63,73,England,EFL League One,26,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240611_en.webp
243881,Connor Krempicki,1. FC Magdeburg,CM,66,62,66,64,66,62,68,Germany,Bundesliga 2,31,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243881_en.webp
247471,Masatoshi Ishida,Daejeon Hana,ST,66,76,66,63,68,45,70,Japan,K League 1,30,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247471_en.webp
264515,Marko Divković,Brøndby IF,LB,66,80,59,63,66,57,63,Croatia,3F Superliga,26,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264515_en.webp
268504,Adam Daghim,VfL Wolfsburg,RW,66,82,63,57,68,51,67,Denmark,Bundesliga,20,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268504_en.webp
222734,Kang Sang Woo,Ulsan HD FC,LB,66,76,55,64,66,59,67,Korea Republic,K League 1,32,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222734_en.webp
226395,Michael Covea,Caracas FC,CAM,66,75,61,61,70,60,60,Venezuela,Sudamericana,32,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226395_en.webp
231460,Roberto Alves,Radomiak Radom,CM,66,73,64,68,66,54,62,Switzerland,PKO BP Ekstraklasa,28,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231460_en.webp
240605,Archie Collins,Peterborough,CDM,66,69,57,62,68,61,70,England,EFL League One,26,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240605_en.webp
247748,Lee Hee Kyun,Ulsan HD FC,CM,66,75,64,62,73,52,61,Korea Republic,K League 1,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247748_en.webp
256634,Christian Viet,MSV Duisburg,CAM,66,74,52,64,69,59,69,Germany,3. Liga,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256634_en.webp
262607,Kazımcan Karataş,Galatasaray,LB,66,75,57,59,65,61,70,Turkey,Trendyol Süper Lig,23,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262607_en.webp
263049,Philipp Pomer,SV Oberbank Ried,LM,66,73,62,61,66,58,67,Austria,Ö. Bundesliga,28,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263049_en.webp
263061,Konrad Faber,Dynamo Dresden,RB,66,80,60,61,66,58,62,Germany,Bundesliga 2,28,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263061_en.webp
263361,Giannis Satsias,APOEL FC,CDM,66,74,59,61,67,61,65,Cyprus,Liga Cyprus,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263361_en.webp
265446,José Bolívar,Atlético Grau,LB,66,76,59,62,62,60,68,Peru,Sudamericana,26,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265446_en.webp
268095,Rocco Robert Shein,Fredrikstad FK,CM,66,74,57,62,66,62,66,Estonia,Eliteserien,22,5,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268095_en.webp
73379,Issa Doumbia,Venezia,CM,66,73,53,67,71,60,62,Italy,Serie BKT,22,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73379_en.webp
204931,Joshua Smits,Adelaide United,GK,66,67,64,66,68,56,65,Holland,A-League,33,1,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204931_en.webp
239498,Bryan Henning,VfL Osnabrück,CM,66,68,55,60,69,64,70,Germany,3. Liga,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239498_en.webp
242393,Bilal Hussein,Hertha BSC,CM,66,64,58,65,71,62,66,Sweden,Bundesliga 2,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242393_en.webp
243801,Dennis Dressel,SSV Ulm 1846,CM,66,59,67,62,64,62,72,Germany,3. Liga,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243801_en.webp
243849,Paris Maghoma,Brentford,CM,66,64,61,65,70,60,66,England,Premier League,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243849_en.webp
260138,Enzo Giménez,Rosario Central,RB,66,78,57,65,66,58,62,Paraguay,LPF,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260138_en.webp
261456,Sander Erik Kartum,Hearts,CM,66,72,59,64,68,58,65,Norway,Scottish Prem,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261456_en.webp
269412,Valentin Țicu,FC Petrolul,LB,66,79,53,64,63,60,67,Romania,SUPERLIGA,25,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269412_en.webp
276367,Laurin Curda,SC Paderborn 07,CB,66,72,51,62,63,65,73,Germany,Bundesliga 2,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276367_en.webp
278452,Mateo Cáceres,Talleres,CM,66,79,51,68,66,56,66,Argentina,LPF,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278452_en.webp
186998,William Yarbrough,Inter Miami CF,GK,66,65,64,66,66,58,66,United States,MLS,37,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/186998_en.webp
199236,Hong Chul,Gangwon FC,LB,66,72,51,64,67,61,70,Korea Republic,K League 1,35,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/199236_en.webp
205630,Luciano Abecasis,Ind. Rivadavia,RB,66,71,49,62,65,63,75,Argentina,LPF,35,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/205630_en.webp
216376,Marco Sangalli,R. Racing Club,RM,66,69,69,66,66,53,62,Spain,LALIGA HYPERMOTION,34,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/216376_en.webp
274134,Alexander Jensen,Aberdeen,RB,66,76,58,61,63,60,67,Denmark,Scottish Prem,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274134_en.webp
193884,Sam Clucas,Shrewsbury,CM,66,59,64,67,66,63,65,England,EFL League Two,35,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/193884_en.webp
225600,Abdullah Al Ammar,Al Ahli,LB,66,75,51,64,68,59,67,Saudi Arabia,ROSHN Saudi League,32,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225600_en.webp
228283,Ramazan Civelek,Kayserispor,RM,66,74,57,64,66,62,61,Turkey,Trendyol Süper Lig,30,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/228283_en.webp
237204,Reeco Hackett,Lincoln City,LM,66,80,63,60,65,50,66,St. Lucia,EFL League One,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237204_en.webp
243539,Kevin Yakob,AGF,CM,66,66,61,66,68,59,64,Iraq,3F Superliga,25,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243539_en.webp
245249,Manuel Insaurralde,San Lorenzo,CM,66,71,55,66,68,59,65,Argentina,LPF,27,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245249_en.webp
245270,Kolbeinn Finnsson,FC Utrecht,LB,66,74,54,61,63,61,71,Iceland,Eredivisie,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245270_en.webp
252810,Lim Dug Keun,Gimcheon Sangmu,CM,66,65,58,58,64,64,75,Korea Republic,K League 1,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252810_en.webp
260195,John Patrick,Stade de Reims,CM,66,72,55,59,68,57,73,Republic of Ireland,Ligue 2 BKT,22,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260195_en.webp
270215,Ezequiel Cannavó,Defensa,RB,66,71,52,63,65,61,72,Argentina,LPF,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270215_en.webp
273008,Jorg Schreuders,FC Groningen,RM,66,71,65,60,65,57,66,Holland,Eredivisie,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273008_en.webp
275951,Marcel Pięczek,Korona Kielce,CB,66,81,47,64,59,65,68,Poland,PKO BP Ekstraklasa,25,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275951_en.webp
276668,Enrique Lofolomo,Zulte Waregem,CDM,66,69,54,58,68,63,72,Germany,1A Pro League,25,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276668_en.webp
278157,Ángel Torres,Dynamo Kyiv,RM,66,83,64,61,65,41,70,Colombia,Ukrayina Liha,25,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278157_en.webp
189160,Garath McCleary,Gillingham,RM,66,73,64,64,67,49,66,Jamaica,EFL League Two,38,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/189160_en.webp
199830,Samuel Galindo,GV San José,CM,66,68,66,69,68,49,63,Bolivia,Sudamericana,33,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/199830_en.webp
219177,Jorge Grant,Salford City,CM,66,65,62,67,67,56,66,England,EFL League Two,31,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/219177_en.webp
223085,Luke Berry,Charlton Ath,CAM,66,60,65,65,67,61,65,England,EFL Championship,33,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223085_en.webp
244474,Mihai Bordeianu,FC Botoșani,CDM,66,68,59,62,61,61,72,Romania,SUPERLIGA,34,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244474_en.webp
247476,Hassani Dotson,Minnesota United,CM,66,65,61,60,65,65,67,United States,MLS,28,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247476_en.webp
248041,Florin Ștefan,Univ. Craiova,LB,66,73,57,61,61,62,69,Romania,SUPERLIGA,29,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248041_en.webp
264215,Falko Michel,1. FC Magdeburg,LM,66,67,56,63,66,59,72,Germany,Bundesliga 2,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264215_en.webp
275861,Jochem van de Kamp,SC Telstar,CAM,66,77,53,61,67,57,68,Holland,Eredivisie,22,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275861_en.webp
71959,Juan Luis Alfaro,Banfield,RB,66,69,61,61,66,62,63,Argentina,LPF,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71959_en.webp
189221,João Aurélio,Nacional,RB,66,59,59,66,66,63,69,Portugal,Liga Portugal,37,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/189221_en.webp
198625,Scott Bain,Falkirk,GK,66,65,66,67,70,53,61,Scotland,Scottish Prem,34,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/198625_en.webp
204458,Deji Oshilaja,Mansfield Town,CB,66,72,52,55,59,62,82,England,EFL League One,33,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204458_en.webp
220039,Dion Charles,Huddersfield,ST,66,81,65,58,64,42,72,Northern Ireland,EFL League One,30,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220039_en.webp
222350,Xie Pengfei,Shanghai Shenhua,RM,66,77,61,63,66,49,66,China PR,CSL,32,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222350_en.webp
224305,Iván Calero,Cultural Leonesa,RB,66,77,52,61,65,59,68,Spain,LALIGA HYPERMOTION,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224305_en.webp
224662,Maurice Multhaup,Saarbrücken,RW,66,85,58,60,67,51,61,Germany,3. Liga,29,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224662_en.webp
229354,Arianit Ferati,SV Waldhof,CAM,66,72,56,68,71,53,62,Kosovo,3. Liga,28,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229354_en.webp
251275,Kyle Joseph,Hull City,ST,66,75,64,55,67,46,75,Scotland,EFL Championship,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251275_en.webp
257558,Rubén Díez,AD Ceuta FC,CAM,66,72,65,66,68,52,59,Spain,LALIGA HYPERMOTION,32,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257558_en.webp
263131,Marvin Martins,FC Winterthur,CB,66,75,50,59,58,66,74,Luxembourg,Brack Super League,31,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263131_en.webp
264272,Ogün Özçiçek,Gaziantep,CM,66,67,57,66,70,63,59,Turkey,Trendyol Süper Lig,27,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264272_en.webp
270507,Luca Belardinelli,Empoli,CM,66,68,56,63,63,63,69,Italy,Serie BKT,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270507_en.webp
270704,Dylan Durivaux,Red Star FC,RB,66,84,47,53,63,60,75,France,Ligue 2 BKT,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270704_en.webp
278168,Eyüp Aydın,Galatasaray,CDM,66,66,54,67,67,61,67,Turkey,Trendyol Süper Lig,21,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278168_en.webp
278523,Rodri Mendoza,Elche CF,CM,66,67,62,64,67,65,57,Spain,LALIGA EA SPORTS,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278523_en.webp
194769,Adrian Błąd,GKS Katowice,RW,66,82,60,63,68,50,58,Poland,PKO BP Ekstraklasa,34,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/194769_en.webp
199572,Ciprian Deac,CFR 1907 Cluj,RW,66,55,65,72,65,57,67,Romania,SUPERLIGA,40,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/199572_en.webp
202208,Dimitri Petratos,Mohun Bagan SG,ST,66,61,67,68,66,49,70,Australia,ISL,33,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/202208_en.webp
205995,Jetro Willems,N.E.C. Nijmegen,CB,66,57,62,66,60,65,71,Holland,Eredivisie,32,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/205995_en.webp
216227,Kayden Jackson,Derby County,ST,66,91,64,58,66,42,60,England,EFL Championship,32,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/216227_en.webp
233098,Sherel Floranus,PEC Zwolle,RB,66,82,42,55,67,62,73,Curaçao,Eredivisie,27,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233098_en.webp
236247,Herbie Kane,Huddersfield,CM,66,59,58,66,68,61,69,England,EFL League One,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236247_en.webp
242712,Adam Sørensen,Odense BK,LB,66,91,46,61,68,55,60,Denmark,3F Superliga,25,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242712_en.webp
248548,Daniel Aguilar,Caracas FC,CM,66,75,53,67,66,59,61,Mexico,Sudamericana,28,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248548_en.webp
255703,Luke Le Roux,Portsmouth,CM,66,62,59,62,67,60,71,South Africa,EFL Championship,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255703_en.webp
257484,Thijs Oosting,PEC Zwolle,CAM,66,60,68,66,66,58,63,Holland,Eredivisie,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257484_en.webp
260235,Mamady Diambou,RB Salzburg,CDM,66,74,52,60,67,62,66,Mali,Ö. Bundesliga,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260235_en.webp
